review,label
"Tampilan beranda sudah bagus dan navigasi mudah . Cuma satu yg terasa kurang,yaitu tidak tersedianya fitur pencarian dalam keranjang. Itu akan mempermudah konsumen dlm mencari isi kernjangnya. Itu saja sementara usulan saya buat developer shopee. Terimakasih",Positif
"Semakin bagus dan beragam pilihan barang, juga pilihan pembayaranNya dan banyak Bonusnya, saya sudah merasakanNya....sering dapet bonus dan pengiriman gratis serta aman, terimakasih Bukalapak Semoga makin sukses sekalu Aamiin",Positif
"Suka banget sama aplikasi blibli, pengiriman cepat , pilihan produk banyak ,fitur fitur mudah dipahami. Apa lagi sering ada promo gratis ongkir dan cashback jadi lebih hemat belanjanya. Semua barang juga berkualitas pokoknya tidak mengecewakan , recommended banget..",Positif
"Udah berkali2 belanja disini. Nilai lebihnya, sebagian besar barang bisa diretur kalau ukuran salah atau bahan tidak sesuai ekspektasi. Keren lah... kurangnya, opsi barangnya masih minim sih menurut saya. Selebihnya saya cuma bilang : MANTAP",Positif
Senang banget belanja di Zalora selain barang nya bagus pengiriman nya juga cepat. Udh paling tepat belanja di Zalora.,Positif
Barang barangnya bagus bagus,Positif
suka sekali belanja disini karna banyak promo dan gratis ongkir nya.dan semua kebutuhan ada dengan harga yg bersaing,Positif
Puas belanja di Zalora ..semua sesuai ekspektasi ..terima kasih Zalora ..sukses selalu,Positif
"4 dulu... Saran tolong aplikasi ini di peringan,sering loading berat banget... Karena pengguna pasti butuh fitur fitur ini,yang tidak ada di versi lite...hanya saja ini sangat berat...",Positif
"sangat membantu untuk sya yg bekerja di pedalaman yg tidk sempat pergi ke toko. tpi 1 yg sya tidk suka ongkos kirim terlalu mahal, beda dengan apl sebelah yg mungkin bisa lebih murah stengahnya malah ada yg gratis..😁 selebihnya bagus, untuk cs nya juga keren..",Positif
"suka banget belanja di aplikasi ini, mempermudah, dan yg paling aku suka setiap barang yg aku beli selalu terjamin kwalitasnya, kekurangannya menurut aku klo bisa bebas ongkir tanpa minimal pembelanjaan..... hahaha",Positif
"Saran untuk shopee mengenai keamanan transaksi untuk menggunakan pihak ke 3 sebagai penyetujuan transaksi seperti melalui telpon/whatsapp orang tua, suami/istri, saudara dan kerabat yang terpercaya sebagai salah satu verifikasi transaksi splater, spinjam dan pembelanjaan yang melebihi angka 500rb/tertentu, karena banyak kasus anak bisa mengakses transaksi secara bebas dan mudah. Ini jga bisa menghalangi oknum penipuan untuk tidak dengan mudah mengakses transaksi para user shopee Terima kasih",Positif
mudah mencari barang mudah cara bayarnya...,Positif
"Aaaaaaaa apk yang sangat memudahkan memuaskan murah meriah muntah...aku dapet banyak diskon,voucher,lazreward,coin ada game seruuu pokonya kalian jangan ragu buat download apk inii sangat sangat bermanfaat sekaliiii .. pengiriman cepat pelayanan nya baguss poll",Positif
"Belanja online jadi mudah dan sangat membantu memenuhi kebutuhan belanja, saya sangat suka belanja online di Lazada karena produknya ori dan mudah banget belanja disini plus ada LazPayLater nya juga yg sangat membantu pembayaran secara kredit utk kebutuhan sekarang tp bayarnya belakangan, pokoknya Lazada terbaik",Positif
"Paling nyaman belanja disini. Fitur tukar barang nya paling cepat, ga ribet sama sekali. Beberapa kali pakai fitur tersebut, kalau belanja yang di sediakan blibi kilat banget sampai nya. Gratis ongkir dan tanpa embel biaya ini itu kaya MP sebelah. Sukses selalu Bibli.",Positif
Harga yg tersedia di lazada berbeda dg yg lain. Cepat pengirimannya. Kebanyakan barang yg saya pesan real sesuai pict tp ada jg yg tdk sesuai. Sukses selalu lazada,Positif
Fitur di aplikasinya sangat mudah digunakan dan sangat bermanfaat,Positif
mudah dan komunikatif,Positif
"Sangat membantu Ketika ingin berbelanja ini itu, improve nya setiap bulan sangat mengesankan sehingga jatuh hati",Positif
"Good, keren keren",Positif
"aplikasinya bagus & sangat membantu. tapi please iklannya jangan sampai full menutup konten & kadang iklan pinjol berupa video yg durasinya lama g bisa di skip, ahirnya hrs close aplikasi..",Positif
"Sangat membantu saat kita akan beli mobil, banyak pilihan",Positif
"Puas banget pake aplikasi Blibli, belanja online lebih mudah, aman, nyaman banyak promo yang tersedia di BliBli. Aku bisa beli kebutuhan apapun yang aku cari, dari pakaian, perabotan rumah tangga, mainan anak, dll pokoknya gax nyesel udah download dan pakai aplikasi BliBli. Trimakasih Blibli udah mempermudahkan ku untuk belanja.",Positif
"aku suka belanja di lazada sebab pelayanan nya mudah dimengerti. paylater nya naik dengan syarat kita bayar tepat waktu. terima kasih lazada🥰🥰 cuma di akun lazada ku, aku tidak menemukan lazbon ya😁😁 tapi gak apa2 deh, pokoknya semua baik.",Positif
"Beli pelatihan prakerja di Bukalapak aja, fiturnya mudah dipahami dan no ribet ribet no gagal gagal. Efisien dan terbukti bisa mengikuti kelas prakerja tanpa tertinggal waktunya.",Positif
barang² nya murah murah dan banyak gratis ongkirnyaaaa.. Mantap betul betul betul.. srmoga gratis ongkirnya teurs² an bukan hanya sekarang aja he he he.. sukses selalu lazada.. .,Positif
"terima kasih bukalapak, telah menyediakan fitur-fitur yg bervariatif dan mudah diakses, sehingga saya dapat melakukan pembelian pelatihan kartu prakerja melalui bukalapak dengan mudah dan saya dapat memulai pelatihan di skill academy dengan cepat.",Positif
"Aplikasinya sangat membantu kami dlm berbelanja Segala kebutuhan.fitur2nya mudah d pahami,sangat cepat dlm penanganan segala kendala.",Positif
"Cs nya responsive, banyak promo, sistem pembayarannya jg banyak. Menurut saya yg harus di tingkatkan yaitu batas waktu toko rekanan untuk tindak lanjut pemesanan, harusnya lebih cepat, jadi sewaktu order maksimal h+1 customer sudah terima resi.",Positif
"Aplikasi ini usang. Live chatnya pun menggunakan penjawab otomatis. Penjualnya banyak yg jarang aktif & lambat respon. Kalau dibandingkan Shopee tentu kalah jauh. Makanya tokopedia cenderung sepi walaupun kadang ada voucher diskon. Di shopee nggak ada gratis ongkir dikasihnya pakai SAPexpress seperti di tokped ini. Ekspedisi antah berantah, reguler 1 minggu lebih belum sampai. Di shopee gratis ongkir ya tetap menggunakan ekspedisi terbaik tidak seperti di tokped ini.",Positif
mantap semoga kedepannya banyak harga yg lebih murah lgi pilihan lebih bnyk lgi merek bertambah varian,Positif
"mudah utk berbelanja. cepat dan nyaman. semoga bukalapak makin mempermudah dalam berbelanja, memberikan solusi bila ada komplain dan garansi jaminan pengembalian barang2 yang tidak sesuai",Positif
"Alhamdulillaah..., selama pakai aplikasi ni, tak pernah mengecewakan. Pemesanannya juga lancar. Fitur yang ada dalam aplikasinya juga bagus dan menarik, jadi enak aja dilihatnya. Semoga tetap melakukan yang terbaik untuk meningkatkan aplikasinya. Terimakasih.",Positif
"Blibli sangat responsif..., belanja jadi nyaman dan menyenangkan belanja online di Blibli...",Positif
"Sebenarnya saya sangat suka belanja di zalora ,, namun kendalanya memang di ongkirnya yang jauh dekat dengan tarif sama,, padahal di shooping online lain ongkir menyesuaikan jauh dekat nya dan beda2 tarifnya ,,,",Positif
Aplikasi tempat belanja yg praktis dan banyak pilihan,Positif
"Bagus banget. Pilihan barangnya banyak dan bermacam macam, suka ada promo gratis ongkir dan cashback jadi bisa belanja hemat. Cocok banget buat aku yang pelajar gini, mau cepet, gamau ribet, terus gak buang banyak biaya. Menurut aku fitur fiturnya juga gampang banget, mudah diakses.",Positif
Sangat membantu untuk memasarkan produk dan mempermudah periklanan.mantap makin berjayA,Positif
Dengan mudah melihat harga pasaran kendaraan bekas,Positif
"Sangat membantu dlm jual beli apapun, terimaksih olx, sukses selalu",Positif
"Aplikasi Masih kurang optimize buat ponsel dengan RAM 2GB kadang suka stuck layar dilayar putih dan tidak ada pilihan jasa pengiriman karena otomatis bakal kepilih JNE yang sudah kehilangan trust di tengah masyarakat... Tapi promo Gratis ongkir, Customer care, dan kebijakan return, metode pembayaran masih jauh lebih baik platform blibli. Saran saya lebih dioptimalkan untuk semua perangkat baik kelas jelata sampai Kelas Sultan dan berikan pilihan jasa pengiriman sesuai keinginan customer.",Positif
"Pengalaman saya berbelanja di Zalora pada awal2 memang bagus tapi makin sering saya berbelanja saya makin kecewa dengan pengirimannya khususnya kurir RPX. OMG barang saya pernah 3 minggu baru nyampe kemudian yang paling mengecewakan adalah saat saya mengecek ""Lacak Pengiriman"" pada aplikasi, disitu saya lihat barang saya sampai dalam jangka waktu 1 minggu padahal dalam kenyataannya sampainya setelah 3 minggu.. Sorry Zalora tolong jujur donk biar bisa memperbaiki kualitas pelayanan..",Positif
Lumayan bagus dan cepat proses pengiriman pesanannya,Positif
"selama bbrp tahun ini saya pakai lazada sangat terbantu dlm berbelanja online, harga terjangkau, kualitas barang bagus, selama ini saya belum pernah kecewa. promo2 nya juga bagus... sukses lazada👍",Positif
"barangnya aseli 100%, kadang kadang dapat harga murah di bawah harga standar pasaran..",Positif
"Selama ini belanja di BL gk ada masalah, semuanya ok, dan alhamdulilah selalu dapet seller yg bagus. Tapi untuk melacak kiriman melalui Go-send, map nya tidak terlihat, ketutup sama rincian driver dsb, dan tabel itu tidak ada opsi untuk di hilangkan. saya kasih bintang 5, klo pelayanan antar muka lacak pengiriman Go-send udah di perbaiki.. Makasi..... :)",Positif
sangat bagus. Dan mudah dalam beriklan. Jangkauannya luas dan sdh terkenal. Sayang harus bayar kalau banyak beriklan....,Positif
"Pemesanan mudah, pengiriman cepat.",Positif
Selalu puas dengan pelayanan nya. Saran nya mohon di tingkatkan kembali sistem nya. Yang terkadang kalau sedang lihat produk yang di beli tiba - tiba gambar tidak bisa di buka. Dan terkadang log out sendiri 🙏,Positif
"Tolong Kalo mau jual Kendaraan jangan pake judul atau serinya yang harus ditentuin. Ini g lengkap seri motornya, mana g bisa ditulis sendiri lagi. Overall bagus sih, cepet laku jual motor disini, tapi ad beberapa seri motor saya yang mau saya jual Ternyata serinya g ad di olx",Positif
Menurut saya udah bagus banget ini apk belanja banyak ongkir terus banyak diskonnya apalagi sekarang ada permainan yang bikin produk jadi murah banget..tapi tolong masalah barang sering ga sesuai kalo harga barang murah,Positif
"barangnya dijamin original dan sesuai sama foto. fotonya pun jelas, real pict. pengiriman cepat juga. pembayaran mudah karena bisa cod dan free ongkir sesuai min. order. sukanya lagi banyak diskon disini",Positif
"Lagi dapat Promo untung, lumayanlah, CS nya responsif ramah, klo bisa kasih masukan untuk CS tolong kasih penjelasan ke pelanggan dengan bahasa yang mudah dimengerti dan tidak panjang², terimakasih",Positif
"simple dan ga ribet, tdk mempersulit aplikasinya, mantap deh 👍",Positif
"aplikasi yang sangat membantu dan memudahkan berbelanja dari rumah dan di mana saja berada, ditengah kesibukan sehari2 tanpa harus datang meluangkan waktu memilih barang ditoko. sangat efiensian di waktu maupun tenaga. sukses terus lazada....",Positif
"jakarta-medan, gratis ongkir...mantap. tapi estimasi paling cepat 8 hari (sicepat halu/hnya lima ribu). jangan di paksakan x tokopedia...mencegah kerugian jgn di ongkir. solusi nya kalian membuat kurir sendiri seperti e-commers sebelah.",Positif
Bingung masukin kode vouchernya sekarang. Dlu padahal mudah . Di awal diskon. Pas mau checkout kok harganya normal lagi,Positif
"Sebenarnya aplikasinya bagus, walaupun kadang elor. Tapi itu kenapa dengan LAZ AFFILIATES? Yang masuk saldo tak sesuai hasil saya sebar link?? Walaupun ada urutan antrian akan di cairkan, tapi kok kek gitu? Malahan mah banyak potonganya, ketimbang hasilnya. Kenapa tah?",Positif
"Olx jelek bngt, masa bnyk akun loker bodong di biarin aja tanpa di seleksi ketat dulu plus bnyk bngt perusahaan pialang di apk ini yg udh tipu tipu pencari kerja dngn iming iming di beri gaji & kerjaan yg bagus trs klau jualan online di apk ini suka kesal juga karena olx sering ngga ada notifikasi sms klau ada customer penipu di aplikasi ini, brengsek bngt.",Positif
Cepat dan mudah klo lg urusan mendadak kebantu banget.. Cuma limitnya naikin lagi..,Positif
"Lazada apk belanja Online Yang sangat keren, Banyak diskon Dan Sangat Membantu Dalam Kebutuhan sehari2, pokoknya keren apalagi ada lazreward yang bisa memotong harga belanja an yang ingin kita checkout ⭐⭐⭐⭐⭐",Positif
sangat bermanfaat sekali untuk transaksi pembelian barang apapun bentuknya.,Positif
"Terima kasih buat shopee, selama ini pelayanannya sangat bagus, komplen segera di tangani dan seller yang nakal selalu si tindak sengn tegas sehingga saya sebagai pelanggan sangat tenang dan terlindungi barang selalu si kirim dengan cepat sesuai pesanan, semoga pelayanan selama ini yang sudah sangat baik di pertahankan dan lebih di tingkatkan lagi",Positif
"Tidk diragukn lagi kualitas barang dan pelayanannya.. barang ori, dapat barang dari luar negeri dgn harga yang terjangkau, udah gitu ditambah voucher diskon.. dari pertama zalora muncul, selalu pakai zalora untuk belanja sepatu dan tas. barang sesuai dgn yang digambar..",Positif
"Pelayanan ok, pengalaman membeli mobil masih ada PR nya, tidak seperti di toko sebelah, meski mobil 2nd tp serasa baru",Positif
"yes, cepat dan efektif pasang iklan di olx tks.",Positif
"Sangat berguna untuk barang barang Preloved dan aman, tapi tetap harus waspada , terima kasih OLX.. ayo develop lagi dong aplikasinya yg bisa mempermudah dalam bentuk pembayaran digitalnya",Positif
Semua dapat membantu dalam pekerjaan. Tolong tingkatkan lagi untuk iklan gratisan.,Positif
"Bagus banget belanja banyak dapt spaylater juga. Spinjam dengan cicilan yang sangat ringan,, bisa membantu disaat ada kebutuhan. Terima kasih shoppe",Positif
Aplikasi ini sangat baik dan membantu sekali. Sayang nya tarip pasang iklan nya mahal,Positif
"masyaallah terbantu bgt sama lazada🥹 disaat banyak promo menarik apalagi game seru yang bisa dapet saldo belanja,, terbaik, semoga lebih baik lagi kedepannya dan semoga makin banyak yang menarik lagi aamiin🥰",Positif
"Dari dulu olshop paling terpercaya hanya di Lazada. Tidak perlu diragukan lagi, dulu pakai akun demian.end87 tahun 2014 sampai sekarang ganti akun ini tetap lazada yg terbaik. Sungguh memuaskan belanja di Lazada.",Positif
"mudah, murah dan banyak promonya..",Positif
Baru pertama kali mencoba belanja di Zalora dan aplikasi nya sangat bagus untuk belanja fashion dan semua kebutuhan pakaian di Zalora ini,Positif
"Belanja disini oke dan bagus semua... Cuma kalo bisa tolong sama ninja harap lebih cepat pengiriman nya... Kalo toko sebelah pakai j&t sangat cepat... Jadi lazada harus menyarankan kepada ninja supaya lebih cepat,dan jangan jalan di tempat aja,,, Dan harus cepat updats status secepat nya, supaya lazada semangkin maju,dan selalu terdepan... Diharap kerjasama dengan pengiriman lebih lebih lebih dan lebih baik lagi...",Positif
Sangat membantu untuk penjualan barang dan bisa berulang ulang untuk di posting iklan nya? Terima kasih buat OLX.,Positif
"Aplikasinya sangat mudah digunakan, jika terdapat masalah customet service juga mudah untuk dihubungi dan memberitahu step by step mengenai masalah yang dialami.... Aplikasi sangat cocok untuk digunakan...banyak keuntungannya jugaa...semangat untul kedepannya semoga menjadi lebih besar dan menjadi mitra masyarakat",Positif
Program simple. Pelayannya bagus sekali terutama jika kita tidak mengerti lalu kita bertanya ke customer service langsung dijawab dengan baik dan lugas terutama juga di bagian pendaftaran Spaylater.,Positif
"SEMUA BAGUS, KECUALI OPSI PENGIRIMANNYA. TAMBAH GOSEND/GRABSEND AGAR CEPAT SAMPAI. BLACKLIST JNE.",Positif
"Sangat membantu dan terpercaya dalam segi produk meski masih banyak pedagang"" Yang nakal mungkin Masukan aja: lebih di sortir lagi dan di tingkat kan dari setiap seler-seler yang akan membukan toko di shopee",Positif
belanja jadi mudah dan ori selama ini belanja di bli bli,Positif
"Bagus , mempermuda belanja apapun yg di butuhkan. Cuman ??? Kadang toko kurang terbuka trasnparan dengan konsumen , mulai harga yg di iklan tidak sama. Atau mungkin konsumen seperti saya kurang jeli . Harapan kami shopee tambah berkembang dan mempermudahkan konsumen untuk belanja.",Positif
"Membantu sekali informasi update ,good job deh..",Positif
"Lazada sangat membantu dan toko online yang sangat sempurna dan mudah terpercaya dan sangat memperhatikan pelanggan dan bisa di nikmati diskon dan gratis ongkir nya,,semua jadi gampang belanja bersama lazada di jamin kepuasan dan bonusnya,,,",Positif
"Suka belanja di Shopee, apalagi sejak ada Shopee express pengiriman cepat banget. Sering banget beli keperluan anak lewat Shopee karena males keluar gak ada kendaraan harus bawa 2 anak. Terus kalau di dm lewat instagram karena ada kendala dalam akun Shopee responnya cepat dan sangat membantu.",Positif
"suka olshop ini memudahkan ya, biasa pake sistem COD mestipun ada biaya tambahannya sih.. banyak diskon n bonus yg ditawarkan.. semoga tambah baik aja kedepannya 👍",Positif
"Olx OK, pasang iklan mudah & cepat, cuma perlu teliti sesuai dgn ketentuan agar tidak ditolak. Sudah beberapa kali bisa datangkan buyer dan closing dr Olx, TOP dah mantap banget...👍👍👍",Positif
"Selalu hadir dengan harga murah dan berlimpah hadiah, maju terus Bukalapak!!!!!!!!!! Sayang sekarang berkurang manfaat dgn adanya biaya layanan...kukurangi satu bintang",Positif
"bagus banget belanja online di Lazada gak cuman banyak potongan harga tapi dapet saldo lazrewads juga buat belanja, dan yang paling suka pengiriman nya cepet banget sumpah gak boong^^",Positif
"Zalora is the Best, semua product original, banyak promosi, hanga terjangkau, pembayaran mudah dan pengiriman cepat. Sukses untuk Zalora",Positif
"Semenjak kenal Shopie belanja jadi lebih hemat dan praktis, apalagi saya punya bocil ngebantu bgt kalau mau belanja tinggal klik nunggu Dateng di antara depan rumah Alhamdulillah..... Di kasih kemudahan belanja kebutuhan",Positif
Suka belanja di Zalora karena barang2 nya ORI,Positif
"Mantap, sudah lama saya berlangganan. selalu dapat saya unggulkan kalau soal fashion",Positif
Sudah lama sih aku pilih Zalora buat belanja online. Apalagi kalau mau belanja produk dan brand original. Terus pengirimannya pun rapi gitu. Seneng deh.,Positif
"bagus lazada, cuma harus seleksi lagi sellernya karena yang diminta kadang tidak sesuai, baik barang ukuran dan produknya, digambar bagus tapi nanti yang dikirim tidak sesuai dengan yang digambar terutama baju, celana itu aja semongga lazada makin maju makin seleksi dengan barang2 yang ditampilkab",Positif
"Suka sama lazada ...puas beli di lazada pengiriman tergolong cepat, Promonya banyak, tapi sekarang gratis ongkir juga engga, potongan discount juga jarang. Aplikasi semenjak di update ngebug terus keluar sendiri. Semoga lazada bisa memperbaiki lagi kedepannya menjadi lebih baik.",Positif
Aplikasi Zalora nih cocok buat kita yang pingin fashionable tapi malas ke mall. Kita bisa belanja fashion online. Apalagi proses belanjanya tuh mudah banget. Mana storenya banyak. Bebas pilih dah pokoknya. Seneng banget sama Zalora.,Positif
Sejauh ini setiap belanja diaplikasi ini barang yang dipesan selalu sesuai sich. Toko-tokonyapun selalu dapat yang amanah. Mantap pokoknya.,Positif
Aplikasi yang bagus buat jual beli dan mencari perkerjaan. Thanks,Positif
Aplikasi yg sangat bagus sekali bagi saya..cuma ada kendala sedikit dari informasi pengiriman sangat lambat sekali pemberitahuan dimana posisi barang atau lokasi barang..contoh nya saya belanja alat pancing kemaren ditoko yg ada di Jakarta Utara pengiriman dari tgl 9 sampai barang tgl 14. Cuma pemberitahuanpaket saya sampai tgl 14 cuma di logistik Jakarta Utara .padahal tgl 14 paket saya itu sudah saya terima..terimakasih🙏🙏🙏,Positif
"Pengalaman belanja yg me memuaskan, tdk perlu keluar rumah, semua real dan bisa dibilang terjangkau utk harga dan kwalitas yg tdk mengecewakan. Teruntuk penjual yg nakal kita pesan barang tapi tdk sama atau sesuai pesanan. Untuk jasa pengiriman paket cepat, sukses terus kedepannya.",Positif
"Kenapa ya produk di zalora tidak update coba di perbarui setiap modelnya sesuai yg ada di pasaran padahal suka banget belanja di zalora produk seperti gabriele, tidak ada dan produk yang sudah ada pilihannya kurang banyak dan lengkap terima kasih semoga kedepannya bisa di perbaiki",Positif
semoga cepat lah pengiriman nya,Positif
bagus app nya.suka beli di sini. Mudah diretur. Pengiriman cepat. Cuma minta ongkir jangan mahal2,Positif
"Aku suka banget dengan fitur choice nya apalagi murah dan bisa pilih 3 barang dari 3 toko yg berbeda. Cuman sedikit saran, fitur livenya diperbarui, jangan siaran ulang. Begitu juga dengan katalog angkanya harusnya bisa berurutan angkanya dari nomor 1-100 di setiap tokonya. Kalau yg sekarang kan, nomor katalog setiap tokonya berbeda-beda. Selainnya sih Oke oke aja.",Positif
sangat bagus belanja tidak ribet,Positif
"Karena sdh lama pakai tokped dan berusaha menaikan level,berat u pindah walaupun harga bli lebih murah. Bli2 lebih murah dan mudah sih",Positif
"Iklan cepat sekali tayangnya, edit pun mudah...tinggal pilih grid atau list. Bisa langsung chat juga...olx menurut saya makin keren.mantap",Positif
bisa beli barang sesuai kebutuhan dan harga bersahabat,Positif
Belanja tanpa ribet cukup transfer d gerai pun bisa . Jd enak wlwpun ga punya atm juga :) menu nya juga jelas dan cara pembeliannya mudah ga bikin ribet. Yang paling bkin aman uang kita bisa kembali jika barang tidak sampai dg ketentuan waktu tertentu,Positif
belanja online di Lazada selalu menyenangkan dan tidak pernah mengecewakan.Paketan datang tepat waktu dan jaramg molor atau telat. Pelayanan baik dan yang paling penting barang yang dijual pun ori. oleh karena itu saya senang dan puas belanja di Lazada. Lazada is the best.,Positif
"Bagus , original, lengkap , pengiriman cepat, kalo tidak sesuai bisa dikembalikan & harga bersahabat",Positif
cara belanja yang menyenangkan,Positif
Sangat bermanfaat dan membantu sekali untuk searching and buying,Positif
"Always satisfied.. Semua barang original, ga pernah takut dapat barang fake, pengiriman cepat, dan pilihannya juga banyak. Kalau ada masalah customer service nya juga ga fast respon, dan langsung di eksekusi permasalahan kita. Puas banget deh pokoknya belanjaan di Zalora, selalu menjadi pilihan pertama untuk berbelanja.",Positif
tingkatkan terus promo menariknya,Positif
"aplikasinya agak berat ketimbang tokp*. produk yg muncul per halaman kebanyakan, sehingga tulisan info ttg produk terlalu kecil, kurang ramah buat yang matanya bermasalah. lainnya cukup oke.",Positif
"selalu puas belanja online di lazada dan hanya satu-satunya online shop favorit saya, gk ada yg lain🥰udah ratusan barang yg saya beli selain utk pemakaian sendiri juga utk di jual lagi karena jualan online dj rumah,pertahankan terus toko2 yg sllu memberikan kepuasan dan kualitas utk pelanggan, sukses terus lazada🥰😘👍",Positif
"jangan download apk ini sangat jelek sekali................................ tapi BO'ONG....!!! Bagus banget apk nya belanja beli-beli apapun mudah,lengkap dan terpercaya... saya pengguna baru coba2 aktifkan fitur paylater ternyata di setujui dan di kasi limit 6jt.Terimakasih Blibli",Positif
Aplikasi ini sangat membatu sekali dalam berbelanja dengan harga yang terjangkau. Saya sangat suka dengan adanya fitur promo yang menarik. Banyak sekali pilihan dari segala merk ataupun produk yang dijualnya. Pengirimannya juga sangat cepat buat saya🤩🤩,Positif
dipermudah dengan aplikasi ini untuk belanja yang menyenangkan,Positif
"Prosesnya mudah, jasa pengiriman beragam/banyak pilihan, sistem pembayaran juga mudah dan vanyak pilihan, plus ada bonus potongan biaya kirim atau cash back. Barang yang diiklankan juga lengkap dan beragam, perbandingan harga bisa dilihat juga, info daerah pengiriman barang juga ada jadi sangat membantu menentukan pilihan pengiriman.",Positif
menjadi lebih mudah mencari pekerjaan di olx karena begitu banyaknya informasi lowongan pekerjaan yang nyata,Positif
"saya mau memberikan bintang 5, namun setelah produk luar negeri di blokir saya sedikit kesulitan untuk mencari kostum cosplay yang harga nya lebih terjangkau dan kualitas nya bagus.",Positif
pelayanan belanja online yang sangat mudah semoga lebih baik lagi kedepannya dan pengiriman barang yang aman sampai dgn baik yaa Terima kasih Zalora atas bantuan belanja online nya tingkat kan terus ya..,Positif
"Barang bagus sesuai dg gambar harga murah jauh dibawah harga toko,pengiriman cepat sampai semoga amanah terus dan menjadi langganan gitu,aamiin",Positif
"Memudahkan belanja dgn metode COD. sedangkan tokopedia tidak semua provinsi bisa menggunakan pembayaran COD, salah satunya saya di Provinsi Jambi. klu di lazada saya kurang yakin dengan seleksi sistem mereka terhadap keaslian produk yg dijual oleh penjual",Positif
Sangat menarik belanja cepat mudah aman💯💯💯💯💯,Positif
Sangat membantu sekali untuk menemukan penjual dan pembeli... Terimakasih OLX,Positif
"Pilihan untuk membeli barang2 yg volumenya besar/berat karena ongkir tetap gratisssss, yg kurang hanya promo promo diskonnya, ditambah dong promo promo diskonnya biar lebih menarik. Makasih. (Kurangin bintangnya, karena setiap pake kode voucher selalu sudah mencapai batas maksimal penukaran)",Positif
"bagus,, tempat berbelanja paling praktis, tidak ribet apa lagi harus pergi panas"" jauh"" untuk masalah barang pintar"" kita memilih dengan bijak, sukses selalu Lazada biar makin bagus pelayanan nya dan makin berkualitas barang "" nya,",Positif
Klo cari barang ori ya disini harga sesuai dangan kualitas. The best lah,Positif
Dari sekian app belanja soophee yg pelayanan konsumen cepat dan bagus.. Apa lg skrg ada SPX dan buka dl sblm bayar..pengembalian barang jg cepat prosesnya..the best pokoknya,Positif
"Aplikasi yg sangat bagus, lebih bagus lg klu Limitnya di Naikin alias ditambah.",Positif
"lupa klo LG kosong saldo nya,, aplikasi yg mantap bs di batal secara cepat,,dn sesuai kita beli paket data dn naik poin nya👍👍👍",Positif
"Olx tolong dong di fitur lowongan pekerjaan, kasih fitur kaya gini, hari, minggu, bulanini, tahun ini biar enak, cari kerjaan nya",Positif
"puas belanja di toko ini,baju dan bahan benar"" relpick.. pertahankan kualitasx,jgn sampai mengecewakan👍",Positif
Aplikasi yg sangat membantu untuk menjual barang-barang dengan cepat.terimakasih,Positif
"Maaf jika tim blibli baca ini, sebagai pengguna e commerce, jujur aja blibli sebenarnya cukup bagus dan berguna. Tapi... Kalau bisa untuk apk ini diperbaiki lagi, saya suka menemukan bug dalam pembayaran/transaksi, lemot, dan ribet peletakan menu - menunya.. Sorry klo misalkan membandingkan dengan e commerce yg lain, jauh lebih mudah digunakan.. Semoga ada perbaikan kedepannya",Positif
"kurang bagus karena pembrli tidak bisa memilih KURIR yg sesuai dgn yg dekat dgn tempat tinggal pembeli, CONTOH seperti saya yg tinggal di DAERAH, yg ada hanya POS dan JNE, jadi mau brli takut ndk nyampek, karna kurin yg di pilih penjual tdk ada di daerah tempat tinggal saya.",Positif
"Barang yang datang rata rata sesuai sama yang dipesan, tapi kalo datang lumayan lama selalu di undur terus. Misal, pesan barang tgl 5 datangnya tgl 11. Katanya pengiriman cepat kok datangnya akhir akhir ini selalu telat",Positif
"sangat mudah untuk bertransaksi, engga pake ribet... terima kasih Blibli",Positif
Murah murah juga harga nyaa,Positif
Aplikasi OLX sangat membantu u/ jual dan beli....mantap...pertahankan terus,Positif
Lumayan bagus nyaman di pake buat pasang iklan bisa membantu mempermudah cari usaha,Positif
Sebenernya aplikasinya sy suka banget gampang belanja dan GK perlu repot keluar rumah cuman kadang kayak ngelag gitu padahal jaringannya aman loh tolong dong diperbaiki lagi,Positif
Sangat menyenangkan belanja di Zalora barang seusai dengan yg di jual,Positif
"selain mudah menemukan barang yang kita mau,Praktis,efektif dan efesien harganya juga dapat disesuaikan dengan kemampuan isi kantong😊",Positif
tolong di bantu pihak pusat olx ada 3 produk saya mau jual & rumah dikontrakkin full 1 rumah bisa pembayaran tahunnan ada jg pembayarannya perbulan,Positif
banyak hadiah dan event nya jadi makin banyak diskonnya dan mudah di dapatkan. game nya seru juga dan hadihnya banyak dari game.. lebih suka laz skrg drpd si toko oren 🫶🫶🫶,Positif
"Saya membandingkan dengan aplikasi lain sebagai pelapak, BL agak ribet, ga praktis saya ga tau dimana nya ga praktis, tapi berasa panjang bangat perjalanan dengan BL. Upload foto background dan foto profil aja lama bangat, padahal signal bagus. Buat simple ajalah biar enak dan mudah.",Positif
"olx bagus menurut saya,dari dulu sampai sekarang,cuma tinggal dikasih verifikasi yg lebih seperti no identitas agar penipuan yang mengatasnamakan iklannya bisa diminimalisir",Positif
"Sudah berapa tahun saya sering belanja disini, krn barangnya ori dan rincian produknya JELAS dn jika belanja sudah termasuk ongkir di dalamnya, tetapi beberapa bulan terakhir banyak barang yang sudah tidak teRINCIKAN Produknya. Terimakasih",Positif
